First name,Name,Citation,SDG
Maria,WEESE,"BENAMATI, J., NWANKPA, J., SHAN, Z., MERHOUT, J., WEESE, M. (2023). A Social Engineering Research Partnership in Higher Education to Improve Information Security Education, Training, and Awareness (SETA). <i>Americas Conference on Information Systems</i>.",
Maria,Weese,"CAMPBELL, J., WEESE, M. (2017). Executive Pay as a Mixture: Compositional Models and the Influence of CEO Pay on Firm Performance. <i>Organizational Research Methods</i>, <i>20</i> (1), 95-120.",
Maria,WEESE,"CHENG, Z., AITHA, M., THOMAS, C. A., STURGILL, A., FAIRWEATHER, M., HU, A., BETHEL, C. R., RIVERA, D. D., DRANCHAK, P., THOMAS, P. W., LI, H., FENG, Q., TAO, K., SONG, M., SUN, N., WANG, S., SILWAL, S. B., PAGE, R. C., FAST, W., BONOMO, R. A., WEESE, M., MARTINEZ, W., INGLESE, J., ... CROWDER, M. W. (2024). Machine Learning Models Identify Inhibitors of New Delhi Metallo-?-lactamase. <i>Journal of Chemical Information and Modeling</i>, <i>64</i> (10), 3977-3991. doi:10.1021/acs.jcim.3c02015.",Good Health and Well-Being
Maria,Weese,"EDWARDS, D., WEESE, M., PALMER, G. (2014). Comparing Methods for Design Follow up:  Revisiting a Metal-Cutting Case Study. <i>Applied Stochastic Models in Business & Industry</i>, <i>30</i> (4), 464-478.",
Maria,Weese,"JONES-FARMER, A., WEESE, M., MARTINEZ, W., MEGAHED, F. (2017). Update on Statistical Learning Applied to Process Monitoring. <i>Invited presentation at the Fall Technical Conference of the American Statistical Association</i>, Philadelphia, United States of America.","Industry, Innovation and Infrastructure"
Maria,Weese,"JONES-FARMER, A., WEESE, M., MARTINEZ, W., MEGAHED, F. (2017). Update on Statistical Learning Applied to Process Monitoring. <i>Invited presentation at the Fall Technical Conference of the American Statistical Association</i>, Philadelphia.",
Maria,Weese,"LEMKUS, T., GOTWALT, C., RAMSEY, P., WEESE, M. (2021). Self-validated ensemble models for design of experiments. <i>Chemometrics and Intelligent Laboratory Systems</i>, <i>219</i>, 104439. doi:10.1016/j.chemolab.2021.104439.","Industry, Innovation and Infrastructure"
Maria,Weese,"MARTINEZ, W., WEESE, M., JONES-FARMER, L. (2019). One-class Peeling For Anomaly Detection in High Dimensions. <i>INFORMS Annual Conference</i>, Seattle, United States of America.","Industry, Innovation and Infrastructure"
Maria,Weese,"MARTINEZ, W., WEESE, M., JONES-FARMER, L. (2019). One-class Peeling For Anomaly Detection in High Dimensions. <i>INFORMS Annual Conference</i>, Seattle.",
Maria,Weese,"MARTINEZ, W., WEESE, M., JONES-FARMER, L. (2020). A One-Class Peeling Method for Multivariate Outlier Detection with Applications in Phase I SPC. <i>Quality and Reliability Engineering International</i>, <i>36</i> (4), 1272-1295. doi:10.1002/qre.2629.","Industry, Innovation and Infrastructure"
Maria,Weese,"SMUCKER, B., EDWARDS, D., WEESE, M. (2021). Response Surface Methods:  To Reduce or Not To Reduce. <i>Journal of Quality Technology</i>, <i>53</i> (2), 197-216. doi:10.1016/j.chemolab.2017.03.009.","Industry, Innovation and Infrastructure"
Maria,Weese,"WEESE, M. (2019). Supersaturated Designs: Research-Based Best Practices and the Future. <i>Spring Research Conference</i>, Blacksburg.",
Maria,WEESE,"WEESE, M. (2020). Screening with Supersaturated Designs. <i>American Society for Quality Statistics Division Newsletter</i>.","Industry, Innovation and Infrastructure"
Maria,WEESE,"WEESE, M. (2021). Supersaturated Designs: Research Based Best Practices and the Future. Virtual, United States of America.","Industry, Innovation and Infrastructure"
Maria,WEESE,"WEESE, M., EDWARDS, D. J., SMUCKER, B. J. (2020). Response Surface Experiments: To Reduce or Not to Reduce? Virtual, United States of America.","Industry, Innovation and Infrastructure"
Maria,WEESE,"WEESE, M., EDWARDS, D. J., SMUCKER, B. J. (2022). Response Surface Experiments: To Reduce or Not to Reduce? London, United Kingdom.","Industry, Innovation and Infrastructure"
Maria,Weese,"WEESE, M., EDWARDS, D. J., SMUCKER, B. J., STALLRICH, J. W., ANSONG, E. (2019). Supersaturated Designs: Research-Based Best Practices and the Future. <i>Spring Research Conference</i>, Blacksburg, VA, United States of America.","Industry, Innovation and Infrastructure"
Maria,Weese,"WEESE, M., EDWARDS, D., SMUCKER, B. (2017). A Criteria for Constructing Powerful Supersaturated Designs when Effect Directions are Known. <i>Journal of Quality Technology</i>, <i>49</i> (3), 265-277. doi:10.1080/00224065.2017.11917994.","Industry, Innovation and Infrastructure"
Maria,Weese,"WEESE, M., LEITNAKER, M. (2012). Sequential Experimentation for Mixtures. <i>International Journal of Design of Experiments and Process Optimisation</i>.",
Maria,Weese,"WEESE, M., MARTINEZ, W., JONES-FARMER, A. (2018). One-Class Peeling for Outlier Detection in High Dimensions. <i>Joint Research Conference of the American Statistical Association and Institute of Mathematical Statistics</i>, Santa Fe, United States of America.","Industry, Innovation and Infrastructure"
Maria,Weese,"WEESE, M., MARTINEZ, W., JONES-FARMER, A. (2018). One-Class Peeling for Outlier Detection in High Dimensions. <i>Joint Research Conference of the American Statistical Association and Institute of Mathematical Statistics</i>, Santa Fe.",
Maria,Weese,"WEESE, M., MARTINEZ, W., JONES-FARMER, L. (2017). On the Selection of the Bandwidth Parameter for the k-Chart. <i>Quality and Reliability Engineering International</i>, <i>33</i> (7), 1527-1547. doi:10.1002/qre.2123.","Industry, Innovation and Infrastructure"
Maria,Weese,"WEESE, M., MARTINEZ, W., MEGAHED, F., JONES-FARMER, L. (2016). Statistical Learning Methods Applied to Process Monitoring: An Overview and Perspective. <i>Journal of Quality Technology</i>, <i>48</i> (1), 4-27. doi:10.1080/00224065.2016.11918148.",
Maria,Weese,"WEESE, M., MONTGOMERY, D., RAMSEY, P. (2018). Analyzing Definitive Screening Designs: Screening vs. Prediction.. <i>Applied Stochastic Models in Business & Industry</i>, <i>34</i> (2), 244-255. doi:10.1002/asmb.2297.","Industry, Innovation and Infrastructure"
Maria,WEESE,"WEESE, M., SMUCKER, B. J., STALLRICH, J. W., EDWARDS, D. J. (2021). Strategies for Supersaturated Screening: Group Orthogonal and Var(s+) Designs. Virtual, United States of America.",
Maria,Weese,"WEESE, M., SMUCKER, B., EDWARDS, D. (2015). Searching for Powerful Supersaturated Designs. <i>Journal of Quality Technology</i>, <i>47</i> (1), 66-84.",
Maria,Weese,"WEESE, M., SMUCKER, B., EDWARDS, D. (2020). Response Surface Experiments: To Reduce or Not to Reduce? <i>INFORMS</i>, Virtual.",
Maria,Weese,"WEESE, M., STALLRICH, J., SMUCKER, B., EDWARDS (2020). Stop Treating Supersaturated Designs like Other Screening Designs. <i>Joint Statistical Meetings</i>, Virtual.",
Maria,Weese,"WEESE, M., STALLRICH, J., SMUCKER, B., EDWARDS (2021). Research Based Best Practices and the Future. <i>DOE Fireside Chat</i>, Virtual.",
Maria,Weese,"WEESE, M., STALLRICH, J., SMUCKER, B., EDWARDS (2021). Research Based Best Practices and the Future. <i>DOE Fireside Chat</i>, Virtual.",
Maria,Weese,"WEESE, M., STALLRICH, J., SMUCKER, B., EDWARDS (2021). Strategies for Supersaturated Screening: Group Orthogonal and  Var(s+) Designs. <i>European Network for Business and Industrial Statistics</i>, Virtual.",
Maria,Weese,"WEESE, M., STALLRICH, J., SMUCKER, B., EDWARDS, D. (2021). Strategies for Supersaturated Screening: Group Orthogonal and Constrained Positive Var(s) Designs. <i>Technometrics</i>, <i>63</i> (4), 443-455. doi:10.1080/00401706.2020.1850529.","Industry, Innovation and Infrastructure"
Maria,WEESE,"WEESE, M., STURGILL, A., HU, A., FAIRWEATHER, M., MARTINEZ, W., CROWDER, M. W. (2023). Machine Learning Models Identify Inhibitors of New Delhi Metallo Beta Lactamase. Toronto, Canada.","Industry, Innovation and Infrastructure"
Maria,WEESE,"WEESE, M., YOUNG, K., EDWARDS, D. J., SMUCKER, B. J. (2023). Comparing Supersaturated Designs with Exact Screening Probabilities. Banff, Canada.","Industry, Innovation and Infrastructure"
Maria,WEESE,"YOUNG, K., WEESE, M., STALLRICH, J. W., SMUCKER, B. J., EDWARDS, D. J. (2024). A graphical comparison of screening designs using support recovery probabilities. <i>Journal of Quality Technology</i>, 1-14. doi:10.1080/00224065.2024.2356127.",
Marie-Odile,Richard,"LAROCHE, M., YANG, Z. Y., KIM, C., RICHARD, M.-O. (2007). How culture matters in children’s purchase influence: a multi-level investigation. <i>Journal of the Academy of Marketing Science</i>, <i>35</i> (1), 113-126. doi:10.1007/s11747-007-0016-6.",
Marie-Odile,Richard,"RICHARD, M.-O., CHEBAT, J.-C., YANG, Z. Y., PUTREVU, S. (2010). A proposed model of online consumer behavior: Assessing the role of gender. <i>Journal of Business Research</i>, <i>63</i> (9-10), 926-934. doi:10.1016/j.jbusres.2009.02.027.",
Marieclaire,WARNOCK,"MATIG, J., CREWS, R., CISSNA, K., FERRIS, J., WARNOCK, M. (2022). Diversity, equity and inclusion strategic planning: Implementing a diversity, equity, inclusion, and belonging mindset into your department. Panel presentation at the meeting of the Association for Business Communication. Tampa, FL.",
Marilyn,Bugenhagen,"PORTER, T., GERHARDT, M., FIELDS, D., BUGENHAGEN, M. (2019). An exploratory study of gender and motivation to lead in millennials. <i>Journal of Social Psychology</i>, <i>159</i> (2), 138-152.",
Mario,Crucini,"CRUCINI, M., O'FLAHERTY, O., VU, N. (2020). County-level Business Cycles and Optimal Fiscal Policy. <i>Southern Economic Association Meetings</i>, Virtual.",
Mario,Crucini,"CRUCINI, M., O'FLAHERTY, O., VU, N. (2020). County-level Business Cycles and Optimal Fiscal Policy. <i>Southern Economic Association Meetings</i>, Virtual.",
Mario,Crucini,"CRUCINI, M., VU, N. (2021). Did the American Recovery and Reinvestment Act Help Counties Most Affected by the Great Recession? <i>Review of Economic Dynamics</i>, <i>42</i> (1), 264-282. doi:https://doi.org/10.1016/j.red.2020.11.002.",
Mario,Crucini,"VU, N., CRUCINI, M. (2017). Did the American Recovery and Reinvestment Act Help Those Most in Need? A County-Level Analysis. <i>University of Cincinnati</i>, Cincinnati.",
Mario,Crucini,"VU, N., CRUCINI, M. (2017). Did the American Recovery and Reinvestment Act Help Those Most in Need? A County-Level Analysis. <i>University of Cincinnati</i>, Cincinnati.",
Mario,Schaarschmidt,"WALSH, G., SCHÜNEMEYER, V., WAGNER, T., SCHAARSCHMIDT, M., YANG, Z. (2021). Growing Appetite for the Wrong Services? Investigating the Destructive Potential of Health–related Social Media for Consumers' Well–being. <i>Frontiers in Services Conference</i>.","Good Health and Well-Being, Responsible Consumption and Production, Sustainable Cities and Communities"
Mario,Schaarschmidt,"WALSH, G., YANG, Z. Y., DAHLING, J., SCHAARSCHMIDT, M., TAKAHASHI, I. (2019). Effects of service employees’ negative personality traits on emotional labour and job satisfaction. <i>Management Decision</i>, <i>58</i> (6), 1035-1052. doi:10.1108/MD-11-2018-1206.","Decent Work and Economic Growth, Good Health and Well-Being, Industry, Innovation and Infrastructure"
Marion,MWANGANYL,"HEALES, K., GEHMAN, J., SLOAN, J., WICKSTROM, G., CIANNA ELWIN, C., MWANGANYL, M., ZAFAR, T. (2023). Loblaw Companies: EDI for strategic growth. <i>Ivey Publishing</i>.","Decent Work and Economic Growth, Reduce Inequalities"
Mark,Barratt,"BARRATT, M., SODERO, A., JIN, Y. (2014). Big Data in the Retail Supply Chain. <i>Social Science History</i>.",
Mark,Barratt,"SODERO, A., JIN, Y., BARRATT, M. (2019). The social process of Big Data and predictive analytics use for logistics and supply chain management. <i>International Journal of Physical Distribution and Logistics Management</i>, <i>49</i> (7), 706-726. doi:https://doi.org/10.1108/IJPDLM-01-2018-0041.",
Mark,Cao,"GALBERG, C., CAO, M., LUO, Y., PUGH, SHAN, Z. (2021). Effects of COVID-19 Policy and Communication on Pandemic Control in US Colleges - An Empirical Study through the Lens of Online Social Media. <i>16th Annual Midwest Association for Information Systems Conference</i>, Virtual.",
Mark,Cao,"GALBERG, C., CAO, M., LUO, Y., PUGH, SHAN, Z. (2021). Effects of COVID-19 Policy and Communication on Pandemic Control in US Colleges - An Empirical Study through the Lens of Online Social Media. <i>16th Annual Midwest Association for Information Systems Conference</i>, Virtual.",
Mark,Cross,"MARSHALL, D., CROSS, M., ADELMAN, S. (2009). Home Mortgage Prepayment: The Better Roth IRA? <i>Journal of Financial Service Professionals</i>, <i>63</i> (4), 36-48.",
Mark,Dawkins,"WIELAND, M., DAWKINS, M., DUGAN, M. (2013). The Differential Value Relevance of S&P's Core Earnings Versus GAAP Earnings: The Role of Stock Option Expense.. <i>Journal of Business Finance & Accounting</i>.",
Mark,Dawkins,"WIELAND, M., DAWKINS, M., DUGAN, M. (2014). The Value Relevance of S&P's Core Earnings Versus GAAP Earnings.. <i>Management Accounting Quarterly</i>.",
Mark,Dawkins,"WIELAND, M., DAWKINS, M., DUGAN, M. (2015). Assessing the Elite Publication Benefits of Academic Pedigree: A Joint Examination of PhD Institution and Employment Institution.. <i>Accounting Perspectives</i>.",
Mark,Fuller,"BENAMATI, J., SERVA, M., FULLER, M. (2006). Are Trust and Distrust Distinct Constructs? An Empirical Study of the Effects of Trust and Distrust among Online Banking Users. <i>Hawaii International Conference on Systems Sciences</i>.",
Mark,Fuller,"FULLER, M., SERVA, M., BENAMATI, J. (2007). Seeing is Believing:The Transitory Influence of Reputation Information on E-Commerce Trust and Decision Making. <i>Decision Sciences</i>, <i>38</i> (4), 675-699.",
Mark,Glantz,"HAVELKA, D., SWANSON, V., GLANTZ, M. (2005). Systems development catalysts: Improving systems development through critical success factors. <i>Americas Conference for Information Systems</i>.",
Mark,Hanna,"NEWMAN, W. (., GATTIKER, T., HANNA, M., HUANG, X. (2006). Supply Chain Management Integration and Initiatives:  Empirical Support for A Unifying Framework.",
Mark,Hanna,"NEWMAN, W. (., HANNA, M. (2003). Operations Management, Activebook.",
Mark,Hanna,"NEWMAN, W., HANNA, M., GATTIKER, T., HUANG, X. (2009). Supply Chain Management Integration and Initiatives:  Empirical Support for a Unifying Framework.. <i>Frontiers in Services Conference</i>, <i>24</i> (1), pp. 19-31.",
Mark,Manuszak,"MANUSZAK, M., MOUL, C. (2008). Prices and Endogenous Market Structure in Office Supply Superstores. <i>Journal of Industrial Economics</i>.",
Mark,Manuszak,"MANUSZAK, M., MOUL, C. (2009). How Far for a Buck? Tax Differences and the Location of Retail Gasoline Activity in Southeast Chicagoland. <i>Review of Economics and Statistics</i>.",
Mark,Pagell,"ELLRAM, L., HARLAND, C. M., VAN WEELE, A., ESSIG, M., JOHNSEN, T., NASSIMBENI, G., PAGELL, M., VAN RAAIJ, E., ROZEMEIJER, F., TATE, W. L., ... WYNSTRA, F. (2020). Purchasing and supply management's identity: Crisis? What crisis? <i>European Journal of Purchasing and Supply Management</i>, <i>26</i> (1), 100583. doi:10.1016/j.pursup.2019.100583.",NONE
Mark,Peecher,"DEMEYST, K., LOWE, J., PEECHER, M., PICKERD, J., REFFETT, A. (2020). Factors Affecting the Outcomes of Legal Claims against Auditors. <i>Current Issues in Auditing</i>.",
Mark,Peecher,"FRANK, M., MAKSYMOV, E., PEECHER, M., REFFETT, A. (2021). Audit Liability Insurance: Peering Inside Insurers' Decision Processes. <i>Contemporary Accounting Research</i>.",NONE
Mark,Rogers,"ROGERS, M., RAJKUMAR, T. M. (1999). Electronic Commerce Web Site Development to Accomodate Visually Impaired Computer Users. <i>Information Systems Management</i>.",
Mark,ROSS,"ROSS, M., ZHANG, J. (2024). ChatGPT is Ready for the Profession—But is the Profession Ready for ChatGPT? <i>Accounting Horizons</i>, 1-19. doi:10.2308/HORIZONS-2023-087.",NONE
Mark,Sena,"FANG, X., RAJKUMAR, T. M., SENA, M. (2019). The Effects of National Culture Dimensions and Online Medium Type on Decision Confidence: a Study based on US and China. <i>Issues in Information Systems</i>, <i>20</i> (2), 105-116.",
Mark,Serva,"BENAMATI, J., SERVA, M., BLUE, J., BAROUDI, J. (2011). In Times of Stress, Be Bold and Valiant: A Preliminary Exploration of the Psychosocial and Physiological Measures of Stress and Suggestions for Future MIS Research. <i>Association for Computing Machinery Special Interest Group on Computer Personnel Research Conference</i>.",
Mark,Serva,"BENAMATI, J., SERVA, M., FULLER, M. (2006). Are Trust and Distrust Distinct Constructs? An Empirical Study of the Effects of Trust and Distrust among Online Banking Users. <i>Hawaii International Conference on Systems Sciences</i>.",
Mark,Serva,"BENAMATI, J., SERVA, M., GALLETTA, D., HARRIS, A., MEIDERMAN, F. (2006). THE SLIPPERY SLOPE OF MIS ACADEMIA: A DISCUSSION OF THE QUEST FOR RELEVANCE IN OUR DISCIPLINE. <i>Communications of the Association for Information Systems</i>, <i>18</i>, 657-675.",
mark,Serva,"BLUE, J., SERVA, M., BAROUDI, J., BENAMATI, J. (2009). Human versus Virtual Moments: A Proposed Theoretical Framework for Understanding Their Implications in the Workplace. <i>ACM SIGMIS Conference</i>.",
Mark,Serva,"FULLER, M., SERVA, M., BENAMATI, J. (2007). Seeing is Believing:The Transitory Influence of Reputation Information on E-Commerce Trust and Decision Making. <i>Decision Sciences</i>, <i>38</i> (4), 675-699.",
Mark,Strazicich,"LI, J., LEE, J., STRAZICICH, M. (2013). Performance of Threshold Cointegration Tests. <i>Journal of Statistical Computation and Simulation</i>, <i>83</i>, 791-807.",
Mark,Toma,"DAVIS, G., TOMA, M. (1995). Inflation, Reserve Requirements, and Real Interest Rates with Direct and Indirect Loan Markets. <i>Journal of Macroeconomics</i>, <i>17</i> (3), 515-531.",
Mark,Tremblay,"BIBLER, A., TELTSER, K., TREMBLAY, M. (2021). Inferring Tax Compliance from Pass-through: Evidence from Airbnb Tax Enforcement Agreements. <i>Review of Economics and Statistics</i>.",
Mark,Tremblay,"CHOE, C., MATSUSHIMA, N., TREMBLAY, M. (2022). Behavior-Based Personalized Pricing When Firms Can Share Customer Information. <i>International Journal of Industrial Organization</i>.",
Mark,Tremblay,"JEITSCHKO, T., TREMBLAY, M. (2020). Platform Competition with Endogenous Homing. <i>International Economic Review</i>.",
Mark,Tremblay,"TREMBLAY, C., TREMBLAY, M., TREMBLAY, V. (2011). A General Cournot-Bertrand Model with Homogeneous Goods. <i>Theoretical Economics Letters</i>.",
Mark,Tremblay,"TREMBLAY, M. (2016). Vertical Relationships within Platform Marketplaces. <i>Games</i>.",
Mark,Tremblay,"TREMBLAY, M. (2018). Inferring Tax Compliance from Pass-through: Evidence from Airbnb Tax Enforcement Agreements. <i>CPEG-PEUK Public Economics Workshop</i>, Hamilton.",
Mark,Tremblay,"TREMBLAY, M. (2018). Inferring Tax Compliance from Pass-through: Evidence from Airbnb Tax Enforcement Agreements. <i>CPEG-PEUK Public Economics Workshop</i>, Hamilton.",
Mark,Tremblay,"TREMBLAY, M. (2018). Inferring Tax Compliance from Pass-through: Evidence from Airbnb Tax Enforcement Agreements. <i>CPEG-PEUK Public Economics Workshop</i>, Hamilton.",
Mark,Tremblay,"TREMBLAY, M. (2018). Inferring Tax Compliance from Pass-through: Evidence from Airbnb Tax Enforcement Agreements. <i>CPEG-PEUK Public Economics Workshop</i>, Hamilton.",
Mark,Tremblay,"TREMBLAY, M. (2018). Market Power and Mergers in Multi-Sided Markets. <i>International Industrial Organization Conference</i>, Indianapolis.",
Mark,Tremblay,"TREMBLAY, M. (2018). Market Power and Mergers in Multi-Sided Markets. <i>International Industrial Organization Conference</i>, Indianapolis.",
Mark,Tremblay,"TREMBLAY, M. (2019). Pareto Price Discrimination. <i>Economics Letters</i>.",
Mark,Tremblay,"TREMBLAY, M. (2019). Platform Competition and Endogenous Switching Costs. <i>Journal of Industry, Competition and Trade</i>.",
Mark,Tremblay,"TREMBLAY, M., TREMBLAY, V. (2017). Tax Incidence and Demand Convexity in Cournot, Bertrand, and Cournot–Bertrand Models. <i>Public Finance Review</i>.",
Mark,Wesolowski,"LUZADIS, R., WESOLOWSKI, M., SNAVELY, B. (2008). Understanding Criterion Choice in Hiring Decisions From a Prescriptive Gender Bias Perspective.. <i>Journal of Managerial Issues</i>, <i>XX</i> (4), 468-484.",
Mark,Wesolowski,"WESOLOWSKI, M. (2000). The impact of job complexity perceptual congruence (JCPC) on information exchange and satisfaction in supervisor - subordinate dyads.. <i>Academy of Management Review</i>.",
Mark,Wesolowski,"WESOLOWSKI, M., HORNSBY, J., SMITH, B., BENSON, P. (1989). What is in a name: The impact of job titles on job evaluation results. <i>Journal of Business and Psychology</i>, <i>3</i>, 341-352.",
Mark,Wesolowski,"WESOLOWSKI, M., LUZADIS, R., GERHARDT, M. (2011). Understanding the nomological net for gender bias. <i>Journal of Organizational Psychology</i>, <i>1</i>.",
Mark,Wesolowski,"WESOLOWSKI, M., MOSSHOLDER, K. (1992). The role of relational demography in predicting subordinate satisfaction and burnout. <i>Psychological Development and Education [China]</i>.",
Mark,Wesolowski,"WESOLOWSKI, M., MOSSHOLDER, K. (1997). Relational Demography in Supervisor-Subordinate Dyads: Impact   on Subordinate Job Satisfaction,Burnout, and Perceived Procedural Justice. <i>Journal of Organizational Behavior</i>, <i>18</i>, 351-362.",
Mark,Wesolowski,"WESOLOWSKI, M., MOSSHOLDER, K., BEDEIAN, A., NIEBUHR, R. (1994). Dyadic duration and the performance-satisfaction relationship: A contextual perspective. <i>Journal of Applied Social Psychology</i>, <i>24</i>, 1251-1269.",
Mark,Wesolowski,"WESOLOWSKI, M., MOSSHOLDER, K., BENNETT, N., KEMERY, E. (1998). Relationships between bases of power and work reactions: The mediational role of procedural justice.. <i>Journal of Management</i>, <i>24</i>, 533-552.",
Mark,Wesolowski,"WESOLOWSKI, M., MOSSHOLDER, K., FIELD, S., GILES, W. (1989). The role of perceptions of political tactics in predicting turnover from behavioral intentions. <i>Journal of Business and Psychology</i> (3), 413-422.",
Mark,Wesolowski,"WESOLOWSKI, M., MOSSHOLDER, W., GILES, W. (1991). Information privacy and performance appraisal: An examination of employee perceptions and reactions.. <i>Journal of Business Ethics</i>, <i>10</i>, 151-156.",
Mark,Wesolowski,"WESOLOWSKI, M., SCHWARZ, J. (1995). Employee orientation: What employers should know,. <i>Journal of Contemporary Business Issues</i>, <i>3</i>, 44-54.",
Mark,Wesolowski,"WESOLOWSKI, M., WESOLOWSKI, H. (1987). Recruiting and selecting Ph.D. I/O graduates by business and consulting organizations. <i>The Inustrial-Organizational Psychologist</i>, <i>25</i>, 17-27.",
Mark,Whitmore,"DATTA, P., WHITMORE, M., NWANKPA, J. (2021). A Perfect Storm: Psychological and AI(Technological) Antecedents to Information Bias Anchoring (IBA) in Social Media News.. <i>Digital Threats: Research and Practice</i>, <i>2</i> (2), 1-21.",
Mark,Woodhouse,"DUAN, Y., SHIPPEE, T. P., NG, W., AKOSIONU, O., WOODHOUSE, M., CHU, H., AHLUWALIA, J. S., GAUGLER, J. E., VIRNIG, B. A., ... BOWBLIS, J. (2020). Unmet and Unimportant Preferences Among Nursing Home Residents: What Are Key Resident and Facility Factors? <i>Journal of the American Medical Directors Association</i>, <i>21</i> (11), 1712-1717. doi:10.1016/j.jamda.2020.06.033.",Good Health and Well-Being
Mark,Woodhouse,"PYLYPIV SHIPPEE, T., PARIKH, R. R., DUAN, Y., BOWBLIS, J., WOODHOUSE, M., LEWIS, T. (2023). Measuring Nursing Home Quality of Life: Validated Measures Are Poorly Correlated With Proxies From MDS and Quality of Life Deficiency Citationsl. <i>Journal of the American Medical Directors Association</i>, <i>24</i> (5), 718-722.e4. doi:10.1016/j.jamda.2023.03.014.",Good Health and Well-Being
Mark,Woodhouse,"SHIPPEE, T. P., AKOSIONU, O., NG, W., WOODHOUSE, M., DUAN, Y., THAO, M. S., BOWBLIS, J. (2020). COVID-19 Pandemic: Exacerbating Racial/Ethnic Disparities in Long-Term Services and Supports. <i>Journal of Aging & Social Policy</i>, <i>32</i> (4-5), 323-333. doi:10.1080/08959420.2020.1772004.",Good Health and Well-Being
Mark,Woodhouse,"SHIPPEE, T. P., DAVILA, H., NG, W., BOWBLIS, J., AKOSIONU, O., SKARPHOL, T., SEE THAO, M., WOODHOUSE, M., THORPE, R. J., ... DEGENHOLTZ, H. B. (2022). Evidence to Inform Policy and Practice: Mechanisms to Address Racial/Ethnic Disparities in Nursing Home Quality of Life. <i>Innovation in Aging</i>, <i>6</i> (4). doi:10.1093/geroni/igac037.",Good Health and Well-Being
Mark,Woodhouse,"SHIPPEE, T. T., NG, W., DUAN, Y., WOODHOUSE, M., AKOSIONU, O., CHU, H., AHLUWALIA, J. S., GAUGLER, J. E., VIRNIG, B. A., ... BOWBLIS, J. (2020). Changes over Time in Racial/Ethnic Differences in Quality of Life for Nursing Home Residents: Patterns within and between Facilities. <i>Journal of Aging and Health</i>, <i>32</i> (10), 1498-1509. doi:10.1177/0898264320939006.",Good Health and Well-Being
Mark E.,Escott,"YANG, H., SURER, O., DUQUE, D., MORTON, D. P., SINGH, B., FOX, S. J., PASCO, R., PIERCE, K., RATHOUZ, P., VALENCIA, V., DU, Z., PIGNONE, M., ESCOTT, M. E., ADLER, S. I., JOHNSTON, S.  C., ... MEYERS, L. A. (2021). Design of COVID-19 staged alert systems to ensure healthcare capacity with minimal closures. <i>Nature Communications</i>, <i>12</i> (1). doi:10.1038/s41467-021-23989-x.",NONE
Marko,Vujicic,"NASSEH, K., BOWBLIS, J., VUJICIC, M. (2021). Pricing in commercial dental insurance and provider markets. <i>Health Services Research</i>, <i>56</i> (1), 25-35. doi:10.1111/1475-6773.13544.",Good Health and Well-Being
Marko,Vujicic,"NASSEH, K., BOWBLIS, J., VUJICIC, M., HUANG, S. S. (2020). Consolidation in the dental industry: a closer look at dental payers and providers. <i>International Journal of Health Economics and Management</i>, <i>20</i> (2), 145-162. doi:10.1007/s10754-019-09274-x.",Good Health and Well-Being
Marlys J.,Mason,"MASON, M. J., TANNER, J. F., PIACENTINI, M., FREEMAN, D., ANASTASIA, T., BATAT, W., BOLAND, W., CANBULUT, M., DRENTEN, J., HAMBY, A., RANGAN, P., ... YANG, Z. Y. (2013). Advancing a participatory approach for youth risk behavior: Foundations, distinctions, and research directions. <i>Journal of Business Research</i>, <i>66</i> (8), 1235-1241. doi:10.1016/j.jbusres.2012.08.017.",
Marne,Arthaud-Day,"ARTHAUD-DAY, M., RODE, J., MOONEY, C., NEAR, J., BALDWIN, T. (2005). The Subjective Well-being Construct: A Test of its Convergent, Discriminant, Criterion, and Factorial Validity.'. <i>Social Indicators Research</i>, <i>74</i>, 445-476.",
Marne,Arthaud-Day,"ARTHAUD-DAY, M., RODE, J., TURNLEY, W. (2012). Values as Predictors of Individual Organizational Citizentship Behavior in Teams. <i>Journal of Applied Psychology</i>.",
Marne,Arthaud-Day,"JOHNSON, K., ARTHAUD-DAY, M., RODE, J., NEAR, J. (2004). Job Satisfaction and Life Satisfaction. <i>SAGE</i>.",
Marne,Arthaud-Day,"RODE, J., ARTHAUD-DAY, M., MOONEY, C., NEAR, J. (2008). Ability and Personality as Predictors of Success in Newly Employed Professionals. <i>International Journal of Selection and Assessment</i>, <i>16</i>, 292-299.",
Marne,Arthaud-Day,"RODE, J., MOONEY, C., ARTHAUD-DAY, M., NEAR, J., BALDWIN, T. (2007). Emotional Intelligence and Performance: Evidence of Direct and Moderated Effects. <i>Journal of Organizational Behavior</i>, <i>28</i> (4), 399-421.",
Marne,Arthaud-Day,"RODE, J., MOONEY, C., ARTHAUD-DAY, M., NEAR, J., BALDWIN, T. (2008). A Test of the Convergent, Discriminant, Criterion and Incremental Validity of the MSCEIT V2.0. <i>Intelligence</i>, <i>38</i>, 350-366.",
Martha,Cooper,"COOPER, M., BUCEY, K., ELLRAM, L., WEBER, M. (1998). Logistics Practice in Retailing: Emphasis on Information Management and Transfer in Leading Edge Firms. <i>International Journal of Design of Experiments and Process Optimisation</i>.",
Martha,Cooper,"COOPER, M., ELLRAM, L. (1993). Characteristics of Supply Chain Management and the Implications for Purchasing and Logistics Strategy. <i>The International Journal of Logistics Management</i>, <i>4</i> (2), 13-24.",
