pub_year,citation,no_sdg_listed,sdg1_no_poverty,sdg2_zero_hunger,sdg3_good_health_and_well_being,sdg4_quality_education,sdg5_gender_equality,sdg6_clean_water_and_sanitation,sdg7_affordable_and_clean_energy,sdg8_decent_work_and_economic_growth,sdg9_industry_innovation_and_infrastructure,sdg10_reduce_inequalities,sdg11_sustainable_cities_and_communities,sdg12_responsible_consumption_and_production,sdg13_climate_action,sdg14_life_below_water,sdg15_life_on_land,sdg16_peace_justice_and_strong_institutions,sdg17_partnerships_for_the_goals
2021,"Li, J. (2021). Semiparametric Block Bootstrap Prediction Intervals For Parsimonious Autoregression. Engineering Proceedings.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Li, J. (2021). Semiparametric Block Bootstrap Prediction Intervals For Parsimonious Autoregression. Gran Canaria, Spain.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Li, J., Liu, Y., Zhou, Y. (2021). Assessing Impact Of Wto Accession On China Economy: A Synthetic Control Approach. China And The Wto: 20 Years On, Bern, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Li, J., Sangal, S., Shao, L. (2021). Assessing Economic Impact Of Sovereignty Transfer Over Hong Kong: A Synthetic Control Approach. Applied Economics, 53 (30), 3499-3514.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Li, J., Shao, L., Sangal, S. (2021). Assessing Economic Impact Of Sovereignty Transfer Over Hong Kong: A Synthetic Control Approach. Applied Economics.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Dahlstrom, R., Crosno, J. (2021). Sustainable Marketing, Third Edition.",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,"Barbieri, P., Ellram, L., Formentini, M., Ries, J.-M. (2021). Guest Editorialemerging Research And Future Pathways In Digital Supply Chain Governance. International Journal Of Operations & Production Management, 41 (7), 1021-1034. Doi:10.1108/Ijopm-07-2021-903.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bowblis, J., Applebaum, R. (2021). Prevalence Of Covid-19 In Ohio Nursing Homes: What�S Quality Got To Do With It? Journal Of Aging & Social Policy, 33 (4-5), 414-430. Doi:10.1080/08959420.2020.1824542.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bowblis, J., Ng, W., Akosionu, O., Shippee, T. P. (2021). Decomposing Racial And Ethnic Disparities In Nursing Home Quality Of Life. Journal Of Applied Gerontology, 40 (9), 1051-1061. Doi:10.1177/0733464820946659.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Nasseh, K., Bowblis, J., Vujicic, M. (2021). Pricing In Commercial Dental Insurance And Provider Markets. Health Services Research, 56 (1), 25-35. Doi:10.1111/1475-6773.13544.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Grenier, J., Frank, M., Pyzoha, J. (2021). Board Liability For Cyberattacks: The Effects Of A Prior Attack And Implementing The Aicpa's Cybersecurity Framework. Journal Of Accounting And Public Policy.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Park, S., Rysz, M., Fair, K., Pardalos, P. (2021). Sar Image-Based Positioning In Gps-Denied Environments Using Deep Cosine Similarity Neural Networks. Inverse Problems And Imaging, 15 (4). Doi:10.3934/Ipi.2021013.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Thomasson, M., Meyers, K. (2021). Can Pandemics Affect Educational Attainment? Evidence From The Polio Epidemic Of 1916. Cliometrica: Journal Of Historical Economics And Econometric History, 15 (2), 231-265. Doi:10.1007/S11698-020-00212-3.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Berg, K., Vu, N. (2021). Asymmetric Effects Of Sectoral Shifts Under Low And High Uncertainty. Economic Inquiry. Doi:Https://Doi.org/10.1111/Ecin.12969.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Murfield, M., Ellram, L., Giunipero, L. C. (2021). Moving Purchasing & Supply Management Beyond A Cost-Focused Identity. European Journal Of Purchasing And Supply Management, 27 (3), 100687. Doi:10.1016/J.pursup.2021.100687.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Lei, L., Shu, S. (2021). Does Audit Regulation Improve Firms� Internal Decision-Making? Evidence From The Disclosure Of Tax-Related Key Audit Matters And Corporate Cash Tax Savings. Virtual.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ellram, L., Tate, W. L. (2021). Cost Avoidance: Not Everything That Counts Is Counted. Journal Of Business Logistics, 42 (4), 406-427. Doi:10.1111/Jbl.12262.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Mehta, S., Rysz, M. (2021). Control Techniques In Robotic Harvesting. Springer, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Rysz, M. (2021). Identifying Repairable Structures In Graphs With Randomly Changing Topology. Seoul, South Korea.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Rysz, M., Mehta, S. (2021). A Risk-Averse Optimization Approach To Human-Robot Collaboration In Robotic Fruit Harvesting. Computers And Electronics In Agriculture, 182 (0168-1699), 106018. Doi:10.1016/J.compag.2021.106018.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Weese, M. (2021). Supersaturated Designs: Research Based Best Practices And The Future. Virtual, United States Of America.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021,"Surer, O., Plumlee, M. (2021). Calibration Using Emulation Of Filtered Simulation Results. 2024 Ieee International Systems Conference.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Buechler, S., Ehrlich, M. V., Sch�Ni, O. (2021). The Amplifying Effect Of Capitalization Rates On Housing Supply. Journal Of Urban Economics, 126, 103370. Doi:10.1016/J.jue.2021.103370.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Acton, R., Imberman, S., Lovenheim, M. (2021). Do Health Insurance Mandates Spillover To Education? Evidence From Michigan's Autism Insurance Mandate. Journal Of Health Economics.",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,"Nie, X., Yang, Z., Bastos, W., Janakiraman, N. (2021). Experiential Versus Material Purchases: A Cultural Identity Perspective. Association For Consumer Research.",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2021,"Surer, O. (2021). Calibration Using Emulation Of Filtered Simulation Results. Anaheim, Ca, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Surer, O. (2021). Calibration Using Emulation Of Filtered Simulation Results. Phoenix, Az, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Surer, O. (2021). Discovering Group Structure In Longitudinal Data. Anaheim, Ca, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Yang, Z. Y., Freling, T., Sun, S., Richardson, P. (2021). When Do Product Crises Hurt Business? A Meta-Analytic Investigation Of Negative Publicity On Consumer Responses. Montreal, Canada.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2021,"Burke, Q., Warfield, T. D. (2021). Bank Interest Rate Risk Management And Valuation Of Earnings. Accounting And Finance, 61 (3), 4287-4337. Doi:10.1111/Acfi.12733.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2021,"Yang, Z., Freling, T., Sun, S., Pam, R.-G. (2021). When Do Product Crises Hurt Business? A Meta-Analytic Investigation Of Negative Publicity On Consumer Responses. 2021 Royal Bank International Research Conference.",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2021,"Dahlstrom, R. (2021). Preparation For Job Market Interviews. Oslo, Norway.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Dahlstrom, R., Burki, U., Azid, T. (2021). Foundations Of A Sustainable Economy: Moral, Ethical, And Religious Perspectives. Routledge.",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,"Shu, S. (2021). Inside Debt, Income Smoothing And Stock Price Informativeness. Accounting And Business Research. Doi:Doi.org/10.1080/00014788.2020.1798735.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Arnold, T., Nixon, T. (2021). Beta Is Only An Estimate. Financial Education Association, Oxford.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Arnold, T., Nixon, T. (2021). Negative Beta Equity Securities As Insurance. Financial Education Association, Oxford.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Boulton, T. (2021). Social Progress, Business Formation, And Access To Investment Capital. Research Centre For Economic Analysis Future Of Growth Conference, N/A.",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2021,"Martinez, W. (2021). Ensemble Pruning Via Quadratic Margin Maximization. Ieee Access, 9, 48931-48951. Doi:10.1109/Access.2021.3062867.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Eaton, T., Larson, A., Zhang, J. (2022). Building A Bot. Strategic Finance.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Eaton, T., Zhang, J., Larson, A. (2022). Building A Bot. Strategic Finance.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Masorgo, N., Mir, S., Hofer, A. (2022). Expectations Vs Experience: Managing The Adverse Effects Of Service Failures On Customer Satisfaction In The Airline Industry. Transportation Journal, 61 (3), 231�262. Doi:Doi.org/10.5325/Transportationj.61.3.0231.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Yang, Z. Y., Zhang, Z., Yao, A. (2022). Buying To Impress Others Or Buying To Please Yourself? Different Motives Underlying Masstige Consumption. Association For Consumer Research.",0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2022,"Yao, A., Zhang, Z., Yang, Z. (2022). Buying To Impress Others Or Buying To Please Yourself? Different Motives Underlying Masstige Consumption. Association For Consumer Research.",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2022,"Rysz, M., Semenov, A. (2022). A Fast Algorithm For The Q-Composite Key Management Problem,. Indianapolis, In.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Semenov, A., Rysz, M., Garett, D. (2022). Synthetic Aperture Radar Image Based Navigation Using Siamese Neural Networks. Springer, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Semenov, A., Rysz, M., Pandey, G., Xu, G. (2022). Diversity In News Recommendations Using Contextual Bandits. Expert Systems With Applications, 195, 116478. Doi:10.1016/J.eswa.2021.116478.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Cai, M., Megahed, F., Mehdizadeh, A., Hu, Q., Alamdar Yazdi, M. A., Vinel, A., Davis, K., Xian, H., ... Rigdon, S. (2022). Hierarchical Point Process Models For Recurring Safety Critical Events Involving Commercial Truck Drivers: A Reliability Framework For Human Performance Modeling. Journal Of Quality Technology, 54 (4), 466-484. Doi:10.1080/00224065.2021.1939815.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Gempesaw, D., Boulatov, A., Zhdanov, A. (2022). Reg Sho And Mispricing: The Role Of Firm Characteristics. State College, Pa, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Rigdon, S. E., Megahed, F. M., Jones-Farmer, A., Ma, Y. (2022). Explaining The Varying Patterns Of Covid-19 Deaths Across The United States: 2-Stage Time Series Clustering Framework. Jmir Public Health And Surveillance, 8 (7), E32164. Doi:10.2196/32164.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,"Acton, R., Cook, E., Luedtke, A. (2022). The Influence Of Peer Institutions On Colleges' Decisions: Evidence From Fall 2020 Reopening Plans. Journal Of Economic Behavior And Organization, 195.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Brito, R. P. D., Lenz, A.-K., Pacheco, M. G. M. (2022). Resilience Building Among Small Businesses In Low-Income Neighborhoods. Journal Of Small Business Management, 60 (5), 1166-1201. Doi:10.1080/00472778.2022.2041197.",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2022,"Goldszmidt, R., Behr, P., Zucco, C., Lenz, A.-K., Gonzalez, L., Valdivia, M. (2022). Microcredit Impacts: Evidence From A Large-Scale Observational Study In Brazil. European Journal Of Development Research, 34 (4), 1940-1966. Doi:10.1057/S41287-021-00448-3.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022,"Frank, M., Farrell, A., Kaiser, L. (2022). It's Complicated. The Third Annual North American Research Symposium On Purchasing And Supply, London, Ontario, Canada.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Rysz, M., Tsokas, A., Dipple, K. M., Fair, K. L., Pardalos, P. M. (2022). Synthetic Aperture Radar (Sar) Data Applications. Springer International Publishing.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Tsokas, A., Rysz, M., Pardalos, P. M., Dipple, K. (2022). Sar Data Applications In Earth Observation: An Overview. Expert Systems With Applications, 205, 117342. Doi:10.1016/J.eswa.2022.117342.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Babic, J., Carvalho, A., Ketter, W., Podobnik, V. (2022). A Data-Driven Approach To Managing Electric Vehicle Charging Infrastructure In Parking Lots. Transportation Research Part D: Transport And Environment, 105. Doi:Https://Doi.org/10.1016/J.trd.2022.103198.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,"Goncalves De Carvalho, A., Grgi?, D., Podobnik, V., Carvalho, A. (2022). Deriving And Validating Emotional Dimensions From Textual Data. Expert Systems With Applications, 198, 116721. Doi:10.1016/J.eswa.2022.116721.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Myers, W., Krishna, A., Joseph, R., Brenneman, W. (2022). Robust Experimental Designs For Model Calibration. Journal Of Quality Technology.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Wang, J., Lalwani, A., Delvecchio, D. (2022). The Impact Of Power Distance Belief And Consumers' Brand Preference. International Journal Of Research In Marketing, 39 (3), 804-823. Doi:Org/10.1016/J.ijresmar.2021.11.004.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Yang, Z., Sun, S., Jin, M., Lalwani, A. (2022). The Impact Of Tightness-Looseness On Consumer's Impulsive Consumption Tendency. Association For Consumer Research.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,"Heales, K., Quinn, A., Fuller, L. (2022). A Piece Of Cake Or Half Baked? International Journal Of Instructional Cases.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,"Boulton, T., Braga-Alves, M., Chakrabarty, B. (2022). The Effect Of Reporting Opacity On Trading Opacity: New Evidence From Adr Trades In Dark Pools. Contemporary Accounting Research.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Gempesaw, D., Kassa, H., Bela Zykaj, B. (2022). Does Idiosyncratic Volatility Proxy For A Missing Risk Factor? Evidence Using Portfolios As Test Assets. European Financial Management, 28 (3), 693-721. Doi:10.1111/Eufm.12317.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Myers, W., Yifu, L., Deng, X., Ran, J., William, B., Ba, S., Zink, R., ... Lange, S. (2022). Cluster-Based Data Filtering For Manufacturing Big Data Systems. Journal Of Quality Technology, 54 (3), 290-302. Doi:10.1080/00224065.2021.1889420.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Ballou, B. (2022). Crisis Events & Management. Bloomberg Tax.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022,"Akamah, H., Brockbank, B., Shu, S. (2022). Does Ex Ante Severance Pay Affect The Timeliness Of Bad News Disclosure? The Role Of Managerial Exit Costs. Journal Of Accounting Auditing And Finance. Doi:Doi.org/10.1177/0148558x20920986.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Weese, M., Edwards, D. J., Smucker, B. J. (2022). Response Surface Experiments: To Reduce Or Not To Reduce? London, United Kingdom.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022,"Nietfeld, C. (2022). Diversity, Equity, And Inclusion Among Us: How We Are Making A Difference, Presidential Panel. Fort Lauderdale, Fl, United States Of America.",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2022,"Duhadway, S., Mena, C., Ellram, L. (2022). Let The Buyer Beware: How Network Structure Can Enable (And Prevent) Supply Chain Fraud. International Journal Of Operations & Production Management, 42 (2), 125-150. Doi:10.1108/Ijopm-05-2021-0310.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Kunkel, M. C., Madrigal, C., Moore, R., Bowblis, J., Straker, J., Nelson, M., Van Haitsma, K., ... Abbott, K. M. (2022). Exploring The Criterion Validity Of Pragmatic Person-Centered Care/Culture Change Measures. Journal Of Applied Gerontology, 41 (12), 2542-2548. Doi:10.1177/07334648221117528.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Boulton, T., Cumming, D., Zutter, C. (2022). Climate Change Vulnerability And Ipo Underpricing.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2022,"Boulton, T., Cumming, D., Zutter, C. (2022). Climate Change Vulnerability And Ipo Underpricing. International Centre For Economic Analysis � The Resilient Society Conference, N/A.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2022,"Shippee, T. P., Fabius, C. D., Fashaw-Walters, S., Bowblis, J., Nkimbeng, M., Bucy, T. I., Duan, Y., Ng, W., Akosionu, O., ... Travers, J. L. (2022). Evidence For Action: Addressing Systemic Racism Across Long-Term Services And Supports. Journal Of The American Medical Directors Association, 23 (2), 214-219. Doi:10.1016/J.jamda.2021.12.018.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Kang, Y., Liao, S., Jiang, C., D�Alfonso, T. (2022). Synthetic Control Methods For Policy Analysis: Evaluating The Effect Of The European Emission Trading System On Aviation Supply. Transportation Research Part A: Policy And Practice, 162, 236-252. Doi:10.1016/J.tra.2022.05.015.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,"Moul, C., Shaneyfelt, H. (2022). Flying Under The Radar: Tacit And Collusion And Price Dispersion In The Us Airline Industry. Ohio Association Of Economists And Political Scientists (Oaeps) Annual Conference, Dayton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Liu, D., Xu, X., Yang, Z. (2022). Product Vulnerability Boosts Consumer Product Valuation. Association For Consumer Research -- Europe.",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2022,"Yang, Z. Y., Liu, D., Xu, X. (2022). Product Vulnerability Boosts Consumer Product Valuation. Quito, Ecuador.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,"Burke, Q., Feng, N. C., Neely, D. G. (2022). Wisconsin's Lavish Lure For Foxconn: An Instructional Case In Governmental Accounting. Journal Of Governmental & Nonprofit Accounting, 11 (1), 1-19. Doi:10.2308/Jogna-2021-019.",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
2022,"Gempesaw, D., Henry, J. J. (2022). The Consequences Of A Democratized Ipo Market: Evidence From Robinhood's Ipo Access Program. Atlanta, Ga, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Gempesaw, D., Henry, J., Velthuis, R. (2022). Piecing Together The Extent Of Retail Fractional Trading. Global Finance Journal, 54 (100757). Doi:Https://Doi.org/10.1016/J.gfj.2022.100757.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Masorgo, N., Russo, I., Gligor, D. (2022). Examining The Impact Of Service Recovery Resilience In The Context Of Product Replacement: The Roles Of Perceived Procedural And Interactional Justice. International Journal Of Physical Distribution & Logistics Management, 52 (8), 638-672. Doi:Doi.org/10.1108/Ijpdlm-07-2021-0301.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Lindequist, D. (2022). The Common Currency Channel Of Risk Sharing. Portland, Oregon, United States Of America.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Deska, J., Hingston, S., Delvecchio, D., Stenstrom, E., Walker, R. (2022). The Face Of The Brand: Spokesperson Facial Width?To?Height Ratio Predicts Brand Personality Judgments. Psychology & Marketing, 39 (8), 1487-1503. Doi:10.1002/Mar.21666.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Good, V., Hughes, D. E., Wang, H. (2022). More Than Money: Establishing The Importance Of A Sense Of Purpose For Salespeople. Journal Of The Academy Of Marketing Science, 50 (2), 272-295. Doi:10.1007/S11747-021-00795-X.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,"Peterson, L. J., Bowblis, J., Jester, D. J., Hyer, K. (2022). The Relationship Between Staffing Levels And Consumer Complaints In Nursing Homes. Journal Of Aging & Social Policy, 34 (5), 742-754. Doi:10.1080/08959420.2021.1962173.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"York, J., Vedula, S., Conger, M., Embry, E. (2022). Green To Gone? Regional Institutional Logics And Firm Survival In Moral Markets. Organization Science. Doi:10.1177/10422587241259393.",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2022,"Tanner, E. C., Tanner, J. F., Vizcaino, F. V., Yang, Z. Y. (2022). Vaping And Dynamic Risk Construction: Toward A Model Of Adolescent                            Schema Development. Journal Of Consumer Affairs, 56 (3), 1244-1259. Doi:10.1111/Joca.12470.",0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,"Xu, H., Intrator, O., Culakova, E., Bowblis, J. (2022). Changing Landscape Of Nursing Homes Serving Residents With Dementia And Mental Illnesses. Health Services Research, 57 (3), 505-514. Doi:10.1111/1475-6773.13908.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Surer, O., Nunes, F.  M., Plumlee, M., Wild, S.  M. (2022). Uncertainty Quantification In Breakup Reactions. Physical Review C, 106 (2). Doi:10.1103/Physrevc.106.024607.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Ragani Lamooki, S., Megahed, F., Hajifar, S., Hannan, J., Sun, H., Cavuoto, L. (2022). Classifying Tasks Performed By Electrical Line Workers Using A Wrist-Worn Sensor: A Data Analytic Approach. Plos One, 17 (12). Doi:10.1371/Journal.pone.0261765.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Chen, P. C., Narayanamoorthy, G., Moser, W. (2022). Are All Types Of Real Transaction Management Equal In The Eyes Of Bank Lenders? Journal Of Business Finance & Accounting.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Eriksson, K., Niemesh, G. (2022). Immigration Shocks And Marriage Market Sorting. Aea Papers And Proceedings, 112, 214-218. Doi:10.1257/Pandp.20221081.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Shippee, T. P., Davila, H., Ng, W., Bowblis, J., Akosionu, O., Skarphol, T., See Thao, M., Woodhouse, M., Thorpe, R. J., ... Degenholtz, H. B. (2022). Evidence To Inform Policy And Practice: Mechanisms To Address Racial/Ethnic Disparities In Nursing Home Quality Of Life. Innovation In Aging, 6 (4). Doi:10.1093/Geroni/Igac037.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Carrillo, H. E., Pennington, R., Zhang, J. (2022). Is An Emoji Worth A Thousand Words? The Effect Of Emoji Usage On Nonprofessional Investors' Perceptions. Journal Of Information Systems, 36 (2), 1-15. Doi:10.2308/Isys-2020-030.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Xu, H., Bowblis, J., Caprio, T. V., Li, Y., Intrator, O. (2022). Decomposing Differences In Risk-Adjusted Rates Of Emergency Department Visits Between Micropolitan And Urban Nursing Homes. Journal Of The American Medical Directors Association, 23 (8), 1297-1303. Doi:10.1016/J.jamda.2021.11.017.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Flynn, J. (2022). Expanded Contraceptive Access Linked To Increase In College Completion Among Women In Colorado. Health Affairs, 41 (12), 1754-1762. Doi:10.1377/Hlthaff.2022.00066.",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Flynn, J. (2022). Salary Disclosure And Individual Effort: Evidence From The National Hockey League. Journal Of Economic Behavior & Organization, 202, 471-497. Doi:10.1016/J.jebo.2022.08.014.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Flynn, J. (2022). The Curse Reversed: Resource Dependence And Recessions In The United States. Economics Bulletin.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Ajayi, O. (., Zhang, J. (2022). The Joint Effects Of Argument Quality And Interactivity On Nonprofessional Investors' Perceptions Of Disclosure Credibility And Investment Decisions. Journal Of Information Systems, 36 (3), 1-26. Doi:10.2308/Isys-2021-024.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Benamati, J., Merhout, J., Rajkumar, T.  M. (2022). Is Professional Career Panels And Their Influence On Student Perceptions And Attitudes About The Is Major And Profession. Decision Sciences Journal Of Innovative Education, 20 (2), 61-75.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Bucy, T., Moeller, K., Bowblis, J., Shippee, N., Fashaw-Walters, S., Winkelman, T., Shippee, T. (2022). Serious Mental Illness In The Nursing Home Literature: A Scoping Review. Gerontology And Geriatric Medicine, 8. Doi:10.1177/23337214221101260.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Kennedy, K. A., Abbott, K. M., Bowblis, J. (2022). The One-Two Punch Of High Wages And Empowerment On Cna Retention. Journal Of Applied Gerontology, 41 (2), 312-321. Doi:10.1177/07334648211035659.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Nasseh, K., Bowblis, J. (2022). The Effect On Dental Care Utilization From Transitioning Pediatric Medicaid Beneficiaries To Managed Care. Health Economics, 31 (6), 1103-1128. Doi:10.1002/Hec.4496.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Arnold, T., Earl, Jr., J., Nixon, T. (2022). Social Security Decisions: Should Recipients Opt For Early Payments? Financial Education Association, San Antonio.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Pyzoha, J., Fogarty, T. (2022). Evaluating The Impact Of The Accounting Doctoral Scholars Program On Academic Accounting In The U.s.. Issues In Accounting Education.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Birru, J., Gokkaya, S., Liu, X., Stulz, R. M. (2022). Are Analyst Short?Term Trade Ideas Valuable? Journal Of Finance, 77 (3), 1829-1875. Doi:10.1111/Jofi.13130.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
